Site ID,DBN,Site Name,Site Street Address,Site Zip Code,Address,ECERS Most Recent Assessment Year,ECERS Observation Average Score
KBDX,15K700,B.ABOVE WORLDWIDE INSTITUTE - TOMER DEVORAH,4500 9 AVE,11220,4500 9 AVE 11220,FY14,4.1
XAVS,10X700,BEDROCK PRESCHOOL,3220 ARLINGTON AVENUE,10463,3220 ARLINGTON AVENUE 10463,FY15,4.1
QASL,28Q700,BESSIE &NORA'S PLACE,90-05 161ST STREET,11432,90-05 161ST STREET 11432,FY15,4.1
KBPB,18K700,BREUKELEN EARLY CHILDHOOD DEVELOPMENT CENTER,717 EAST 105TH STREET,11236,717 EAST 105TH STREET 11236,FY14,4.1
KBPI,18K700,BREUKELEN HEAD START,715 EAST 105TH STREET,11236,715 EAST 105TH STREET 11236,FY14,4.1
X392,08X392,BRONX DELTA SCHOOL,650 HOLLYWOOD AVENUE,10465,650 HOLLYWOOD AVENUE 10465,FY15,4.1
KBMM,20K700,BROOKLYN CHINESE-AMERICAN ASSOCIATION,812 54TH STREET,11220,812 54TH STREET 11220,FY14,4.1
KCIM,15K700,BROOKLYN EXPLORERS ACADEMY,110 SCHERMERHORN STREET,11201,110 SCHERMERHORN STREET 11201,FY15,4.1
K599,23K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,251 MCDOUGAL STREET,11233,251 MCDOUGAL STREET 11233,FY15,4.1
KBJN,14K700,BUSHWICK UNITED HDFC 5,152 MANHATTAN AVENUE,11206,152 MANHATTAN AVENUE 11206,FY14,4.1
RADM,31R700,CAS SI FAMILY SERVICES CENTER,465 VILLA AVE,10302,465 VILLA AVE 10302,FY15,4.1
QATE,29Q700,CENTER OF EXCELLENCE SPRINGFIELD GARDENS PRESCHOOL,127-08 MERRICK BLVD.,11434,127-08 MERRICK BLVD. 11434,FY15,4.1
XAJB,10X700,"CONCOURSE HOUSE, HDFC",2348 WEBSTER AVE,10458,2348 WEBSTER AVE 10458,FY14,4.1
MARJ,05M700,GRAHAM WINDHAM DCC,669 LENOX AVENUE,10037,669 LENOX AVENUE 10037,FY14,4.1
MAUC,01M700,GRAND ST SETTLEMENT,300 DELANCEY STREET,10002,300 DELANCEY STREET 10002,FY13,4.1
X449,09X449,GRANT AVENUE ELEMENTARY SCHOOL,250 EAST 164 STREET,10456,250 EAST 164 STREET 10456,FY15,4.1
XAQS,10X700,HAPPY DAYS @RIVERDALE,2975 INDEPENDENCE AVE,10463,2975 INDEPENDENCE AVE 10463,FY15,4.1
KBYG,20K700,"HAPPY DRAGON OF NEW YORK, INCORPORATED",5805 7TH AVENUE,11220,5805 7TH AVENUE 11220,FY15,4.1
QANV,24Q700,"HAPPY DRAGON OF USA, INC.",9825 HORACE HARDING EXPRESSWAY,11368,9825 HORACE HARDING EXPRESSWAY 11368,FY15,4.1
QAUM,26Q700,HOME SWEET HOME CHILDREN'S SCHOOL,19617 53 AVE,11365,19617 53 AVE 11365,FY15,4.1
MANG,02M700,IMAGINE EARLY LEARNING CENTER AT VETS KIDS,423 EAST 23 STREET,10010,423 EAST 23 STREET 10010,FY14,4.1
XANK,08X700,JUST 4 KIDS KIDDIE KOLLEGE,781 CASTLE HILL AVENUE,10473,781 CASTLE HILL AVENUE 10473,FY14,4.1
XARP,08X700,JUST 4 KIDS MONSIGNOR SCANLAN,955 HUTCHINSON RIVER PKWY,10465,955 HUTCHINSON RIVER PKWY 10465,FY15,4.1
QBHR,30Q700,KATHY'S DAY CARE,34-47 88TH ST,11372,34-47 88TH ST 11372,FY15,4.1
KCHZ,22K700,LITTLE HANDS CREATIVE MINDS,4111 AVE J,11210,4111 AVE J 11210,FY15,4.1
KBVZ,13K700,LITTLE SUN PEOPLE,1360 FULTON STREET,11216,1360 FULTON STREET 11216,FY15,4.1
MATP,06M700,LSSMNY: EARLY LIFE CHILDRENS CENTER 14,510-16 WEST 145TH STREET,10031,510-16 WEST 145TH STREET 10031,FY14,4.1
KBPC,19K700,MARIE DURDIN CHILD CARE CENTER,2700 LINDEN BOULEVARD,11208,2700 LINDEN BOULEVARD 11208,FY14,4.1
KBAZ,23K700,NAT AZAROW CHILDREN'S CENTER,232 POWELL STREET,11212,232 POWELL STREET 11212,FY13,4.1
XALE,08X700,NP READY SET LEARN,830 FOX STREET,10459,830 FOX STREET 10459,FY15,4.1
XACK,11X700,OUR LADY OF GRACE SCHOOL,3981 BRONXWOOD AVE,10466,3981 BRONXWOOD AVE 10466,FY15,4.1
M007,04M007,P.S. 007 SAMUEL STERN,160 EAST 120 STREET,10035,160 EAST 120 STREET 10035,FY13,4.1
M008,06M008,P.S. 008 LUIS BELLIARD,465 WEST 167 STREET,10032,465 WEST 167 STREET 10032,FY15,4.1
Q031,26Q031,P.S. 031 BAYSIDE,211-45 46 ROAD,11361,211-45 46 ROAD 11361,FY13,4.1
X036,08X036,P.S. 036 UNIONPORT,1070 CASTLE HILL AVENUE,10472,1070 CASTLE HILL AVENUE 10472,FY13,4.1
K046,13K046,P.S. 046 EDWARD C. BLUM,100 CLERMONT AVENUE,11205,100 CLERMONT AVENUE 11205,FY13,4.1
X107,08X107,P.S. 107,1695 SEWARD AVENUE,10473,1695 SEWARD AVENUE 10473,FY15,4.1
Q134,29Q134,P.S. 134 HOLLIS,203-02 109 AVENUE,11412,203-02 109 AVENUE 11412,FY15,4.1
K135,18K135,P.S. 135 SHELDON A. BROOKNER,684 LINDEN BOULEVARD,11203,684 LINDEN BOULEVARD 11203,FY15,4.1
K147,14K147,P.S. 147 ISAAC REMSEN,325 BUSHWICK AVENUE,11206,325 BUSHWICK AVENUE 11206,FY13,4.1
M153,06M153,P.S. 153 ADAM CLAYTON POWELL,1750 AMSTERDAM AVENUE,10031,1750 AMSTERDAM AVENUE 10031,FY15,4.1
Q175,28Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,64-35 102 STREET,11374,64-35 102 STREET 11374,FY15,4.1
X209,10X209,P.S. 209,313 EAST 183RD STREET,10458,313 EAST 183RD STREET 10458,FY15,4.1
K770,17K770,P.S. 770 NEW AMERICAN ACADEMY,60 EAST 94 STREET,11212,60 EAST 94 STREET 11212,FY14,4.1
Q138,29Q138,P.S./ M.S.138 SUNRISE,251-11 WELLER AVENUE,11422,251-11 WELLER AVENUE 11422,FY13,4.1
KBJP,19K700,PAL ARNOLD AND MARIE SCHWARTZ EARLY LEARN CENTER ( KBJP),452 PENNSYLVANIA AVENUE,11207,452 PENNSYLVANIA AVENUE 11207,FY14,4.1
XAFR,08X700,PAUL T. MATSON HEAD START 5,1780 STORY AVENUE,10473,1780 STORY AVENUE 10473,FY14,4.1
R078,31R078,PS 78,100 TOMPKINS AVENUE,10304,100 TOMPKINS AVENUE 10304,FY13,4.1
QAYE,29Q700,QUICK START DAY CARE CENTER,118-46 RIVERTON STREET,11412,118-46 RIVERTON STREET 11412,FY15,4.1
XAIQ,09X700,RICHARD H. MANGUM EARLY LEARNING CENTER,383 E. 162ND STREET,10451,383 E. 162ND STREET 10451,FY14,4.1
XASA,10X700,SAINT DOMINICS TORCH,2195 VALENTINE AVENUE,10457,2195 VALENTINE AVENUE 10457,FY15,4.1
RABP,31R700,SAINT JOHN'S EV PRESCHOOL,663 MANOR ROAD,10314,663 MANOR ROAD 10314,FY15,4.1
KBMC,14K700,SMALL WORLD,211 AINSLIE STREET,11211,211 AINSLIE STREET 11211,FY15,4.1
KBFQ,15K700,ST. ANDREWS COMMUNITY DAY CARE,4917 FOURTH AVENUE,11220,4917 FOURTH AVENUE 11220,FY14,4.1
MAGR,01M700,ST. BRIGID SCHOOL,185 EAST 7TH STREET,10009,185 EAST 7TH STREET 10009,FY15,4.1
KBFD,22K700,ST. MARKS,2017 BEVERLEY ROAD,11226,2017 BEVERLEY ROAD 11226,FY14,4.1
XAEO,08X700,ST.THERESA,2872 ST.THERESA AVENUE,10461,2872 ST.THERESA AVENUE 10461,FY13,4.1
KBPZ,20K700,"STAR AMERICA, INC.",880 60TH STREET,11220,880 60TH STREET 11220,FY14,4.1
MBGU,06M700,SUGAR HILL MUSEUM PRESCHOOL,400 W 155TH STREET,10032,400 W 155TH STREET 10032,FY15,4.1
M517,05M517,TEACHERS COLLEGE COMMUNITY SCHOOL,168 MORNINGSIDE AVENUE,10027,168 MORNINGSIDE AVENUE 10027,FY13,4.1
MAON,04M700,UNION JOHNSON EARLY CHILDHOOD PROGRAMS,1829 LEXINGTON AVENUE,10029,1829 LEXINGTON AVENUE 10029,FY14,4.1
MAUB,01M700,UNIVERSITY SETTLEMENT ECC,184 ELDRIDGE STREET,10002,184 ELDRIDGE STREET 10002,FY14,4.1
MAWW,05M700,URBAN CONCEPTS/ROUND THE CLOCK,3333 BROADWAY,10031,3333 BROADWAY 10031,FY14,4.1
XAPX,11X700,WILLIAMSBRIDGE NAACP EARLY CHILDHOOD EDUCATION CENTER,670 EAST 219TH STREET,10467,670 EAST 219TH STREET 10467,FY15,4.1
MAUT,02M700,YWCA-NYC POLLY DODGE EARLY LEARNING CENTER,538 WEST 55TH STREET,10019,538 WEST 55TH STREET 10019,FY15,4.1
MBAJ,05M700,ABYSSINIAN DEVELOPMENT CORP 3,25 WEST 132ND STREET,10037,25 WEST 132ND STREET 10037,FY15,4.2
QAWZ,28Q700,ALL MY CHILDREN DAY CARE (69TH AVE),10822 69TH AVENUE,11375,10822 69TH AVENUE 11375,FY15,4.2
KCJY,20K700,ANGEL EARLY CHILDHOOD DEVELOPMENT CENTER,1436 67TH STREET 1ST FLOOR,11219,1436 67TH STREET 1ST FLOOR 11219,FY15,4.2
KBNI,16K700,BEDFORD-STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER,214 STUYVESANT AVENUE,11221,214 STUYVESANT AVENUE 11221,FY14,4.2
XAHW,07X700,BETANCES EARLY CHILDHOOD CENTER (NYCHA),528 EAST 146TH STREET,10455,528 EAST 146TH STREET 10455,FY15,4.2
XALQ,08X700,BLONDELL JOYNER DCC,901 TINTON AVENUE,10456,901 TINTON AVENUE 10456,FY14,4.2
XAMA,11X700,BRIGHTSIDE ACADEMY - WHITE PLAINS #2,3942 WHITE PLAINS ROAD,10466,3942 WHITE PLAINS ROAD 10466,FY14,4.2
XARD,09X700,BRONX EARLY LEARNING CENTER,1887 BATHGATE AVENUE,10457,1887 BATHGATE AVENUE 10457,FY15,4.2
KBUM,22K700,BUMBLE BEES R US 3,2813 FARRAGUT ROAD,11210,2813 FARRAGUT ROAD 11210,FY14,4.2
KBMO,15K700,CHICK PEAS CHILD CARE,451 7TH AVENUE,11215,451 7TH AVENUE 11215,FY14,4.2
MAUJ,04M700,CHILDREN'S AID AT P.S. 50,433 EAST 100TH STREET,10029,433 EAST 100TH STREET 10029,FY14,4.2
QAKQ,24Q700,DENIZKO DCC,51-07 69TH STREET,11377,51-07 69TH STREET 11377,FY13,4.2
MAWH,04M700,E HARLEM CHS BILINGUAL HEAD START - 111TH,30 EAST 111TH STREET,10029,30 EAST 111TH STREET 10029,FY15,4.2
MASK,04M700,EAST HARLEM CENTER,130 EAST 101ST STREET,10029,130 EAST 101ST STREET 10029,FY14,4.2
XAJT,12X700,EAST TREMONT CHILD CARE AND DEVELOPMENT CENTER,1811 CROTONA AVENUE,10457,1811 CROTONA AVENUE 10457,FY15,4.2
MAUU,02M700,GARMENT INDUSTRY DAY CARE CENTER,115 CHRYSTIE STREET,10002,115 CHRYSTIE STREET 10002,FY15,4.2
QBBG,25Q700,HAN-I PRESCHOOL,19818 32ND ROAD - 1ST FLOOR,11358,19818 32ND ROAD - 1ST FLOOR 11358,FY15,4.2
XAKZ,10X700,HARRY H. GORDON SCHOOL (NYL),2465 BATHGATE AVENUE,10458,2465 BATHGATE AVENUE 10458,FY15,4.2
MATA,01M700,HENRY STREET SETTLEMENT FAMILY SCHOOL,110-120 BARUCH DRIVE,10002,110-120 BARUCH DRIVE 10002,FY14,4.2
QBHO,25Q700,HOLY MOUNTAIN,29-49 137TH ST,11354,29-49 137TH ST 11354,FY15,4.2
MAEE,06M700,INCARNATION SCHOOL,570 WEST 175TH STREET,10033,570 WEST 175TH STREET 10033,FY14,4.2
QBIG,25Q700,KIDDIE ACADEMY OF FLUSHING,33-25 PARSONS BLVD.,11354,33-25 PARSONS BLVD. 11354,FY15,4.2
KCAK,20K700,KINDSTART PRESCHOOL,7702 NEW UTRECHT AVENUE,11214,7702 NEW UTRECHT AVENUE 11214,FY15,4.2
KCEC,32K700,KREATIVE KARE DAY CARE CENTER,455 WILSON AVENUE (GROUND FLOOR),11221,455 WILSON AVENUE (GROUND FLOOR) 11221,FY14,4.2
MBBE,02M700,LEXINGTON CHILDREN'S CENTER,115 EAST 98TH STREET,10029,115 EAST 98TH STREET 10029,FY15,4.2
X567,11X567,LINDEN TREE ELEMENTARY SCHOOL,1560 PURDY STREET,10462,1560 PURDY STREET 10462,FY15,4.2
K394,17K394,M.S. K394,188 ROCHESTER AVENUE,11213,188 ROCHESTER AVENUE 11213,FY13,4.2
RAFR,31R700,MINI WORLD PRESCHOOL,7516 AMBOY ROAD,10307,7516 AMBOY ROAD 10307,FY14,4.2
KCJX,19K700,MOHDC- SMART START,533 BLAKE AVE,11207,533 BLAKE AVE 11207,FY15,4.2
QAXN,29Q700,MONTESSORI PROGRESSIVE,19503 LINDEN BOULEVARD,11412,19503 LINDEN BOULEVARD 11412,FY14,4.2
XACE,11X700,NATIVITY OF OUR BLESSED LADY,3893 DYRE AVENUE,10466,3893 DYRE AVENUE 10466,FY15,4.2
Q306,27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,95-16 89TH AVENUE,11421,95-16 89TH AVENUE 11421,FY15,4.2
KCHV,15K700,"NEW YORK CREATIVE CHILDCARE, INC.",5015 6TH AVENUE,11220,5015 6TH AVENUE 11220,FY15,4.2
KBPT,20K700,NYL- WILLIAM O'CONNOR,420 95TH STREET,11209,420 95TH STREET 11209,FY14,4.2
KAUK,21K700,NYL/WOC MIDWOOD,1520 EAST 13TH STREET,11230,1520 EAST 13TH STREET 11230,FY15,4.2
QBBE,29Q700,OUR KIDS PLACE COUNTRY DAY,137-25 BROOKVILLE BLVD.,11422,137-25 BROOKVILLE BLVD. 11422,FY15,4.2
K013,19K013,P.S. 013 ROBERTO CLEMENTE,557 PENNSYLVANIA AVENUE,11207,557 PENNSYLVANIA AVENUE 11207,FY13,4.2
K016,14K016,P.S. 016 LEONARD DUNKLY,157 WILSON STREET,11211,157 WILSON STREET 11211,FY13,4.2
M028,06M028,P.S. 028 WRIGHT BROTHERS,475 WEST 155 STREET,10032,475 WEST 155 STREET 10032,FY13,4.2
R042,31R042,P.S. 042 ELTINGVILLE,380 GENESEE AVENUE,10312,380 GENESEE AVENUE 10312,FY13,4.2
K110,14K110,P.S. 110 THE MONITOR,124 MONITOR STREET,11222,124 MONITOR STREET 11222,FY13,4.2
K145,32K145,P.S. 145 ANDREW JACKSON,100 NOLL STREET,11206,100 NOLL STREET 11206,FY13,4.2
M165,03M165,P.S. 165 ROBERT E. SIMON,234 WEST 109 STREET,10025,234 WEST 109 STREET 10025,FY15,4.2
M171,04M171,P.S. 171 PATRICK HENRY,19 EAST 103 STREET,10029,19 EAST 103 STREET 10029,FY15,4.2
M197,05M197,P.S. 197 JOHN B. RUSSWURM,2230 5 AVENUE,10037,2230 5 AVENUE 10037,FY15,4.2
K219,18K219,P.S. 219 KENNEDY-KING,1060 CLARKSON AVENUE,11212,1060 CLARKSON AVENUE 11212,FY13,4.2
K295,15K295,P.S. 295,330 18 STREET,11215,330 18 STREET 11215,FY13,4.2
QARE,30Q700,PAL WOODSIDE EARLY LEARN CENTER,5037 BROADWAY,11377,5037 BROADWAY 11377,FY14,4.2
KBCZ,19K700,PINE STREET DAY CARE,374 PINE STREET,11208,374 PINE STREET 11208,FY14,4.2
QBGH,28Q700,RENANIM DAY CARE,14129 84TH DRIVE,11435,14129 84TH DRIVE 11435,FY14,4.2
RAGH,31R700,RICHMOND HILL CHILDREN'S CENTER,"501 RICHMOND HILL ROAD,",10314,"501 RICHMOND HILL ROAD, 10314",FY15,4.2
XAOB,09X700,SOUTH BRONX HEAD START II,141 FEATHERBED LANE,10452,141 FEATHERBED LANE 10452,FY15,4.2
RAEY,31R700,ST. ADALBERT'S SCHOOL,355 MORNINGSTAR ROAD,10303,355 MORNINGSTAR ROAD 10303,FY14,4.2
XACY,10X700,ST. ANN - OUR LADY OF MOUNT CARMEL ANNEX,3511 BAINBRIDGE AVENUE,10467,3511 BAINBRIDGE AVENUE 10467,FY14,4.2
QAFC,27Q700,ST. CAMILLUS SCHOOL,185 BEACH 99TH STREET,11694,185 BEACH 99TH STREET 11694,FY15,4.2
XAPI,10X700,ST. DOMINICS TORCH,2340 ANDREWS AVENUE,10468,2340 ANDREWS AVENUE 10468,FY15,4.2
KBLS,14K700,SUMNER CHILDREN'S CENTER,860 PARK AVENUE,11206,860 PARK AVENUE 11206,FY15,4.2
MAYL,03M700,SUNSHINE DAYCARE EAST HARLEM,1330 5TH AVENUE,10026,1330 5TH AVENUE 10026,FY15,4.2
Q343,24Q343,THE CHILDREN'S LAB SCHOOL,45-46 42ND STREET,11104,45-46 42ND STREET 11104,FY15,4.2
R080,31R080,THE MICHAEL J. PETRIDES SCHOOL,715 OCEAN TERRACE,10301,715 OCEAN TERRACE 10301,FY15,4.2
XAIB,08X700,THROGGS NECK EARLY LEARN CENTER,461 SWINTON AVENUE,10465,461 SWINTON AVENUE 10465,FY14,4.2
XARM,08X700,TRABAJAMOS COMMUNITY HEAD START,940 EAST 156TH STREET,10455,940 EAST 156TH STREET 10455,FY14,4.2
XARO,10X700,TRABAJAMOS COMMUNITY HEAD START,2260 CROTONA AVENUE,10457,2260 CROTONA AVENUE 10457,FY13,4.2
XAQA,12X700,TREMONT CROTONA,1600 CROTONA PARK EAST,10460,1600 CROTONA PARK EAST 10460,FY14,4.2
KBGS,19K700,URBAN STRATEGIES 5 - GEORGIA L. MCMURRAY ECDC,675 LINCOLN AVENUE,11208,675 LINCOLN AVENUE 11208,FY13,4.2
KCIL,32K700,URBAN STRATEGIES CHILD CARE,1405 BUSHWICK AVENUE,11207,1405 BUSHWICK AVENUE 11207,FY15,4.2
XAKB,08X700,WATSON AVENUE ECC,1880 WATSON AVENUE,10472,1880 WATSON AVENUE 10472,FY14,4.2
XALB,09X700,WHEDCO EARLY CHILDHOOD DISCOVERY CENTER,50 EAST 168TH STREET,10452,50 EAST 168TH STREET 10452,FY15,4.2
QAJR,25Q700,YMCA OF GREATER NEW YORK - FLUSHING,13846 NORTHERN BOULEVARD,11354,13846 NORTHERN BOULEVARD 11354,FY15,4.2
KADN,20K700,ZION DAY CARE,5000 14TH AVENUE,11219,5000 14TH AVENUE 11219,FY15,4.2
QBHX,30Q700,ADVENTURELAND CHILD CARE,32-04 31ST AVE. (2ND FL),11106,32-04 31ST AVE. (2ND FL) 11106,FY15,4.3
KATG,14K700,AHRC FRANCIS OF PAOLA EARLY LEARNING CENTER,201 CONSELYEA STREET,11211,201 CONSELYEA STREET 11211,FY15,4.3
KCIZ,20K700,AL MADINAH SCHOOL SITE 2,2015 64 STREET,11204,2015 64 STREET 11204,FY15,4.3
KASJ,13K700,BCS DUFFIELD CHILDREN'S CENTER,101 FLEET PLACE,11201,101 FLEET PLACE 11201,FY13,4.3
KBSZ,13K700,BE ABOVE 50,87 PUTNAM AVENUE,11238,87 PUTNAM AVENUE 11238,FY14,4.3
X691,12X691,BRONX LITTLE SCHOOL,1827 ARCHER STREET,10460,1827 ARCHER STREET 10460,FY15,4.3
K628,16K628,BROOKLYN BROWNSTONE SCHOOL,272 MACDONOUGH STREET,11233,272 MACDONOUGH STREET 11233,FY13,4.3
KBSL,22K700,CHARLES R DREW ELC 5,2804 GLENWOOD ROAD,11210,2804 GLENWOOD ROAD 11210,FY14,4.3
K012,17K012,DR. JACQUELINE PEEK-DAVIS SCHOOL,430 HOWARD AVENUE,11233,430 HOWARD AVENUE 11233,FY13,4.3
KBYM,23K700,FRIENDS OF CROWN HEIGHTS 26,20 SUTTER AVENUE,11212,20 SUTTER AVENUE 11212,FY14,4.3
KBJQ,19K700,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,921 HEGEMAN AVENUE,11208,921 HEGEMAN AVENUE 11208,FY14,4.3
XASE,09X700,FT. GEORGE UNIVERSAL PRE-K,489 ST. PAUL'S PLACE,10456,489 ST. PAUL'S PLACE 10456,FY15,4.3
QABL,30Q700,"GARDEN SCHOOL, INC.",3316 79TH STREET,11372,3316 79TH STREET 11372,FY13,4.3
KBQW,18K700,GET SET KINDERGARTEN SCHOOL - LINDEN,623 LINDEN BOULEVARD,11203,623 LINDEN BOULEVARD 11203,FY14,4.3
MAQH,03M700,GODDARD RIVERSIDE PRESCHOOL @W83RD 2,128 WEST 83RD STREET,10024,128 WEST 83RD STREET 10024,FY14,4.3
KBLY,14K700,GRAHAM CHILD CARE CENTER,222 GRAHAM AVENUE,11206,222 GRAHAM AVENUE 11206,FY14,4.3
MAUY,02M700,HAMILTON MADISON HOUSE EARLYLEARN CENTER 6,129 FULTON STREET,10038,129 FULTON STREET 10038,FY14,4.3
XANX,09X700,HIGHBRIDGE ADVISORY COUNCIL MARSHALL ENGLAND ELC,800 CONCOURSE VILLAGE EAST,10451,800 CONCOURSE VILLAGE EAST 10451,FY15,4.3
QAKV,25Q700,HONEYPOT DAY CARE,140-22 BEECH AVENUE,11355,140-22 BEECH AVENUE 11355,FY13,4.3
MAYH,02M700,HUDSON GUILD,410 WEST 40TH STREET,10018,410 WEST 40TH STREET 10018,FY14,4.3
QALO,28Q700,IMAGINE EARLY LEARNING CENTER,1 JAMAICA CENTER PLAZA,11432,1 JAMAICA CENTER PLAZA 11432,FY13,4.3
QACD,29Q700,INCARNATION SCHOOL,8915 FRANCIS LEWIS BOULEVARD,11427,8915 FRANCIS LEWIS BOULEVARD 11427,FY13,4.3
XAMR,07X700,IOLA JORDAN DAY CARE,421 EAST 161ST STREET,10451,421 EAST 161ST STREET 10451,FY15,4.3
QASK,30Q700,JACKSON CHILDREN'S SERVICES,3602 14TH STREET,11106,3602 14TH STREET 11106,FY13,4.3
KCJT,22K700,KALEIDOSCOPE EARLY CHILDHOOD DEVELEPMENT CENTER,480 STRATFORD ROAD,11218,480 STRATFORD ROAD 11218,FY15,4.3
QAXK,29Q700,KIDS CIRCLE DAYCARE,164-04 GOETHALS AVENUE,11432,164-04 GOETHALS AVENUE 11432,FY14,4.3
MAUF,01M700,LITTLE STAR OF BROOME STREET,151 BROOME STREET,10002,151 BROOME STREET 10002,FY15,4.3
QAZV,25Q700,MACEDONIA CHILD DEVELOPMENT CENTER,3722 UNION STREET,11354,3722 UNION STREET 11354,FY13,4.3
MBHI,03M700,MY LITTLE LANGUAGE SCHOOL,225 WEST 99TH STREET,10025,225 WEST 99TH STREET 10025,FY15,4.3
M363,01M363,NEIGHBORHOOD SCHOOL,121 EAST 3 STREET,10009,121 EAST 3 STREET 10009,FY13,4.3
KBGU,32K700,NEW LIFE CHILD DEVELOPMENT CENTER 1,295 WOODBINE STREET,11237,295 WOODBINE STREET 11237,FY13,4.3
MAXM,06M700,NORTHERN MANHATTAN HEAD START,529 WEST 155 STREET,10032,529 WEST 155 STREET 10032,FY15,4.3
K384,32K384,P.S. /I.S. 384 FRANCES E. CARTER,242 COOPER STREET,11207,242 COOPER STREET 11207,FY13,4.3
R003,31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,80 SOUTH GOFF AVENUE,10309,80 SOUTH GOFF AVENUE 10309,FY15,4.3
K015,15K015,P.S. 015 PATRICK F. DALY,71 SULLIVAN STREET,11231,71 SULLIVAN STREET 11231,FY13,4.3
Q066,27Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,85-11 102 STREET,11418,85-11 102 STREET 11418,FY13,4.3
K132,14K132,P.S. 132 THE CONSELYEA SCHOOL,320 MANHATTAN AVENUE,11211,320 MANHATTAN AVENUE 11211,FY15,4.3
K158,19K158,P.S. 158 WARWICK,400 ASHFORD STREET,11207,400 ASHFORD STREET 11207,FY15,4.3
K212,21K212,P.S. 212 LADY DEBORAH MOODY,87 BAY 49 STREET,11214,87 BAY 49 STREET 11214,FY13,4.3
Q229,24Q229,P.S. 229 EMANUEL KAPLAN,67-25 51 ROAD,11377,67-25 51 ROAD 11377,FY14,4.3
K253,21K253,P.S. 253,601 OCEANVIEW AVENUE,11235,601 OCEANVIEW AVENUE 11235,FY13,4.3
X310,10X310,P.S. 310 MARBLE HILL,260 W KINGSBRIDGE RD,10463,260 W KINGSBRIDGE RD 10463,FY15,4.3
R006,31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,555 PAGE AVENUE,10307,555 PAGE AVENUE 10307,FY13,4.3
X009,10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,230 EAST 183 STREET,10458,230 EAST 183 STREET 10458,FY13,4.3
Q147,29Q147,PS/MS 147 RONALD MCNAIR,218-01 116 AVENUE,11411,218-01 116 AVENUE 11411,FY13,4.3
QASP,24Q700,QING SHENG WANG GFDC,83-32 CORNISH AVE,11373,83-32 CORNISH AVE 11373,FY15,4.3
MAXL,06M700,QUEEN OF MARTYRS,71 ARDEN STREET,10040,71 ARDEN STREET 10040,FY13,4.3
QAMT,27Q700,RALPH HIRSCHKORN CHILD CARE CENTER,310 BEACH 20TH STREET,11691,310 BEACH 20TH STREET 11691,FY14,4.3
QBCC,28Q700,"ROCHDALE VILLAGE NURSERY SCHOOL, INC.",17030 130TH AVENUE,11434,17030 130TH AVENUE 11434,FY15,4.3
MBAU,02M700,SACRED HEART PAROCHIAL,456 WEST 52ST STREET__,10019,456 WEST 52ST STREET__ 10019,FY15,4.3
MAWT,05M700,SEVENTH AVENUE CENTER FOR FAMILY SERVICES,711 LENOX AVENUE,10039,711 LENOX AVENUE 10039,FY14,4.3
XALW,09X700,SHARON BAPTIST - CENTER I,507 EAST 165TH STREET,10456,507 EAST 165TH STREET 10456,FY14,4.3
QAUG,25Q700,SHARON NURSERY,14515 34TH AVENUE,11354,14515 34TH AVENUE 11354,FY15,4.3
XAKD,12X700,SOUND DALE CENTER FOR ECE,1211 CROES AVENUE,10472,1211 CROES AVENUE 10472,FY15,4.3
RACC,31R700,ST. PETER - ST. PAUL SCHOOL,129 CLINTON AVENUE,10301,129 CLINTON AVENUE 10301,FY13,4.3
XAQK,11X700,STS. PHILIP & JAMES SCHOOL,1160 EAST 213TH STREET,10469,1160 EAST 213TH STREET 10469,FY14,4.3
QASU,24Q700,THE CHILD CENTER OF NY 2,3410 108TH STREET,11368,3410 108TH STREET 11368,FY15,4.3
RAFZ,31R700,THE COLLEGE OF STATEN ISLAND - THE CHILDREN'S CENTER,2800 VICTORY BOULEVARD,10314,2800 VICTORY BOULEVARD 10314,FY15,4.3
XAEW,11X700,THE LEARNING TREE,801 BARTHOLDI STREET,10467,801 BARTHOLDI STREET 10467,FY14,4.3
RAHX,31R700,THE SALVATION ARMY-PORT RICHMOND),1295 FOREST AVE,10302,1295 FOREST AVE 10302,FY15,4.3
XAOF,09X700,TREMONT MONTEREY DAY CARE CENTER II,1600 BATHGATE AVENUE,10457,1600 BATHGATE AVENUE 10457,FY15,4.3
MAQA,01M700,VIRGINIA DAY NURSERY,464 EAST 10TH STREET,10009,464 EAST 10TH STREET 10009,FY14,4.3
Q362,27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,535 BRIAR PLACE,11691,535 BRIAR PLACE 11691,FY13,4.3
KBKF,14K700,WILLIAMSBURG CCC,110 TAYLOR STREET,11249,110 TAYLOR STREET 11249,FY14,4.3
KANX,21K700,YESHIVA KARLIN STOLIN,1801 55TH STREET,11204,1801 55TH STREET 11204,FY15,4.3
