Site ID,Site Name,Site Street Address,Site Zip Code,Full Address,ECERS Most Recent Assessment Year,ECERS Observation Average Score
KBDN,"RAVEN'S EARLY CHILDHOOD CENTER, INC.",1102 EAST 92ND STREET,11236,1102 EAST 92ND STREET 11236,FY15,2.8
XAXA,REACH ONE TO TEACH ONE,5480 BROADWAY,10463,5480 BROADWAY 10463,FY15,3.4
XAHA,READY SET LEARN,3480 THIRD AVENUE,10456,3480 THIRD AVENUE 10456,FY14,3.5
QAUE,"READY, SET, GROW CHILD CENTER, LLC.",13616 31ST ROAD,11354,13616 31ST ROAD 11354,FY15,3.2
QAXV,REDEEMER LUTHERAN CHURCH AND NURSERY SCHOOL,9210 217TH STREET,11428,9210 217TH STREET 11428,FY15,4.7
QBGH,RENANIM DAY CARE,14129 84TH DRIVE,11435,14129 84TH DRIVE 11435,FY14,4.2
MBGR,RENANIM MANHATTAN,336 EAST 61ST STREET,10065,336 EAST 61ST STREET 10065,FY15,3.7
XAIQ,RICHARD H. MANGUM EARLY LEARNING CENTER,383 E. 162ND STREET,10451,383 E. 162ND STREET 10451,FY14,4.1
RAGH,RICHMOND HILL CHILDREN'S CENTER,"501 RICHMOND HILL ROAD,",10314,"501 RICHMOND HILL ROAD, 10314",FY15,4.2
XAOS,RIVERDALE MONTESSORI SCHOOL,5705 MOSHOLU AVENUE,10471,5705 MOSHOLU AVENUE 10471,FY14,2.6
QBCC,"ROCHDALE VILLAGE NURSERY SCHOOL, INC.",17030 130TH AVENUE,11434,17030 130TH AVENUE 11434,FY15,4.3
QAOQ,ROCKAWAY CHILD CARE CENTER,1466 BEACH CHANNEL DR.,11691,1466 BEACH CHANNEL DR. 11691,FY15,3.2
KCKG,ROCKGATE DAY CARE CENTER 1,770-784 GLENMORE AVE,11208,770-784 GLENMORE AVE 11208,FY15,3.3
KBXS,"ROGER DAY CARE, INC.",775 ROGERS AVENUE,11226,775 ROGERS AVENUE 11226,FY15,3.9
KCIY,"RONOMOZA, INC. / THE LEARNING EXPERIENCE",412 KINGS HIGHWAY,11223,412 KINGS HIGHWAY 11223,FY15,2.5
MBAU,SACRED HEART PAROCHIAL,456 WEST 52ST STREETææ,10019,456 WEST 52ST STREETææ 10019,FY15,4.3
RABN,SAINT CHRISTOPHER SCHOOL,15 LISBON PLACE,10306,15 LISBON PLACE 10306,FY14,4.7
XASA,SAINT DOMINICS TORCH,2195 VALENTINE AVENUE,10457,2195 VALENTINE AVENUE 10457,FY15,4.1
XALJ,"SAINT JEMUEL GROUP FAMILY DAY CARE, INC.",2836 WEBB AVE,10468,2836 WEBB AVE 10468,FY14,3.5
XADT,SAINT JOHN CHRYSOSTOM SCHOOL,1144 HOE AVENUE,10459,1144 HOE AVENUE 10459,FY15,3.6
RABP,SAINT JOHN'S EV PRESCHOOL,663 MANOR ROAD,10314,663 MANOR ROAD 10314,FY15,4.1
KBBL,SAINT PETER'S PRESCHOOL,109 HIGHLAND PLACE,11208,109 HIGHLAND PLACE 11208,FY15,3.9
MAXP,SAINT SPYRIDON PAROCHIAL SCHOOL,124 WADSWORTH AVENUE,10033,124 WADSWORTH AVENUE 10033,FY15,4.4
QAGU,SAINT THOMAS THE APOSTLE SCHOOL,8749 87TH STREET,11421,8749 87TH STREET 11421,FY15,5.3
MBGO,SALVATION ARMY NEW YORK TEMPLECORP,132 WEST 14TH STREET,10011,132 WEST 14TH STREET 10011,FY15,4.6
X458,SAMARA COMMUNITY SCHOOL,1550 VYSE AVENUE,10460,1550 VYSE AVENUE 10460,FY15,3.1
QBAF,SAMUEL FIELD YM & YWHA (BAYSIDE),212-00 23RD AVENUE,11360,212-00 23RD AVENUE 11360,FY15,4.9
QAXO,"SANDRA'S SUNFLOWER CHILD CARE, INC.",90-16 SUTPHIN BOULEVARD,11435,90-16 SUTPHIN BOULEVARD 11435,FY15,3.5
XARJ,SANTA MARIA SCHOOL,1651 ZEREGA AVENUE,10462,1651 ZEREGA AVENUE 10462,FY15,3.8
KBJL,SARATOGA - MORRIS KOPPELMAN CENTER,774 SARATOGA AVENUE,11212,774 SARATOGA AVENUE 11212,FY14,3.8
QAMU,SARATOGA EARLY CHILDHOOD EDUCATION CENTER,17515 ROCKAWAY BOULEVARD,11434,17515 ROCKAWAY BOULEVARD 11434,FY14,3.5
KBJZ,SARATOGA II,69 SARATOGA Saratoga AVENUE,11233,69 SARATOGA Saratoga AVENUE 11233,FY14,3.8
MASV,SCAN LAGUARDIA HOUSE NURSERY,414-416 EAST 105TH STREET,10029,414-416 EAST 105TH STREET 10029,FY14,3.8
KCGN,SCO FAMILY OF SERVICES,774 SARATOGA AVENUE,11212,774 SARATOGA AVENUE 11212,FY15,3.5
KCFA,SCO FAMILY OF SERVICES,225 NEWPORT STREET,11212,225 NEWPORT STREET 11212,FY14,4.6
QAMV,SCO FAMILY OF SERVICES JEROME HARDEMAN ECE,29-49 GILLMORE STREET,11369,29-49 GILLMORE STREET 11369,FY14,3.4
QAGW,SESAME SPROUT,96-08 57 AVENUE,11368,96-08 57 AVENUE 11368,FY14,4.4
MAWT,SEVENTH AVENUE CENTER FOR FAMILY SERVICES,711 LENOX AVENUE,10039,711 LENOX AVENUE 10039,FY14,4.3
XAOK,SEVENTH AVENUE CENTER FOR FAMILY SERVICES,1646 MONTGOMERY AVENUE,10453,1646 MONTGOMERY AVENUE 10453,FY14,4
XALW,SHARON BAPTIST - CENTER I,507 EAST 165TH STREET,10456,507 EAST 165TH STREET 10456,FY14,4.3
XAJJ,SHARON BAPTIST - CENTER II,279 EAST BURNSIDE AVENUE,10457,279 EAST BURNSIDE AVENUE 10457,FY15,3.4
XAOI,SHARON BAPTIST - CENTER IV,1925 BATHGATE AVENUE,10457,1925 BATHGATE AVENUE 10457,FY15,3.6
QAUG,SHARON NURSERY,14515 34TH AVENUE,11354,14515 34TH AVENUE 11354,FY15,4.3
QAZI,SHELDON R. WEAVER CHILD CARE CENTER,72-05 BEACH CHANNEL DR.,11692,72-05 BEACH CHANNEL DR. 11692,FY15,3.5
KBYK,SHELTERING ARMS DAY CARE SERVICES INC.,11 BARTLETT STREET,11206,11 BARTLETT STREET 11206,FY15,4.6
MAPG,SHELTERING ARMS LEARNING CENTER,2493 ADAM CLAYTON POWELL BLVD,10030,2493 ADAM CLAYTON POWELL BLVD 10030,FY14,3.8
KBFC,SHIRLEY CHISHOLM CHILD CARE CENTER SITE 4 SOMERS,33 SOMERS STREET,11233,33 SOMERS STREET 11233,FY14,4
KBNT,SHIRLEY CHISHOLM DAY CARE CENTER SITE 1,2023 PACIFIC STREET,11233,2023 PACIFIC STREET 11233,FY14,2.9
KBJU,SHIRLEY CHISHOLM DAY CARE CENTER SITE 5 ADVENT CENTER,265 SUMPTER STREET,11233,265 SUMPTER STREET 11233,FY14,4
QAPL,SHOLOM DAY CARE 1,8204 LEFFERTS BOULEVARD,11418,8204 LEFFERTS BOULEVARD 11418,FY14,4.4
QARK,SHOLOM DAY CARE 2,8437 118TH STREET,11418,8437 118TH STREET 11418,FY14,4.4
QBKE,SHOLOM SHOLOM INC.,84-15 BEVERLY RD,11415,84-15 BEVERLY RD 11415,FY15,4.5
RAGF,SI YMCA NURSERY - NORTH,651 BROADWAY,10310,651 BROADWAY 10310,FY15,4.8
MBCM,SINGLETON GEMS,23 WEST 124TH STREET,10027,23 WEST 124TH STREET 10027,FY15,3.1
KBMC,SMALL WORLD,211 AINSLIE STREET,11211,211 AINSLIE STREET 11211,FY15,4.1
XAKD,SOUND DALE CENTER FOR ECE,1211 CROES AVENUE,10472,1211 CROES AVENUE 10472,FY15,4.3
XANA,SOUTH BRONX HEAD START I,490 EAST 143RD STREET,10454,490 EAST 143RD STREET 10454,FY15,2.8
XAOB,SOUTH BRONX HEAD START II,141 FEATHERBED LANE,10452,141 FEATHERBED LANE 10452,FY15,4.2
QARG,SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS INC. CENTER 1,11402 GUY R BREWER BOULEVARD,11434,11402 GUY R BREWER BOULEVARD 11434,FY14,4.8
RABM,ST CHARLES SCHOOL,200 PENN AVE,10306,200 PENN AVE 10306,FY15,5.3
KAJW,ST FRANCIS OF ASSISI,400 LINCOLN ROAD,11225,400 LINCOLN ROAD 11225,FY15,3.2
KBWV,ST JOHNS PLACE FAMILY CENTER DAY CARE PROGRAM,1620 SAINT JOHNS PLACE,11233,1620 SAINT JOHNS PLACE 11233,FY14,4.8
XADY,ST LUCY SCHOOL,830 MACE AVE,10467,830 MACE AVE 10467,FY15,4.9
KAKF,ST MARK SCHOOL,2602 EAST 19TH STREET,11235,2602 EAST 19TH STREET 11235,FY15,3.1
XAEF,ST MARY SCHOOL,3956 CARPENTER AVE,10466,3956 CARPENTER AVE 10466,FY15,3.1
RAEY,ST. ADALBERT'S SCHOOL,355 MORNINGSTAR ROAD,10303,355 MORNINGSTAR ROAD 10303,FY14,4.2
QAVU,"ST. ALBANS MONTESSORI DAY CARE CENTER, INC.",118-49 MONTAUK STREET,11412,118-49 MONTAUK STREET 11412,FY15,3.9
KBFQ,ST. ANDREWS COMMUNITY DAY CARE,4917 FOURTH AVENUE,11220,4917 FOURTH AVENUE 11220,FY14,4.1
XACY,ST. ANN - OUR LADY OF MOUNT CARMEL ANNEX,3511 BAINBRIDGE AVENUE,10467,3511 BAINBRIDGE AVENUE 10467,FY14,4.2
MAGR,ST. BRIGID SCHOOL,185 EAST 7TH STREET,10009,185 EAST 7TH STREET 10009,FY15,4.1
QAFC,ST. CAMILLUS SCHOOL,185 BEACH 99TH STREET,11694,185 BEACH 99TH STREET 11694,FY15,4.2
XADJ,ST. CLARE OF ASSISI SCHOOL,1911 HONE AVENUE,10461,1911 HONE AVENUE 10461,FY15,4.5
XAPI,ST. DOMINICS TORCH,2340 ANDREWS AVENUE,10468,2340 ANDREWS AVENUE 10468,FY15,4.2
KAJT,ST. FRANCES CABRINI CATHOLIC ACADEMY,181 SUYDAM ST,11221,181 SUYDAM ST 11221,FY15,4.7
XADO,ST. FRANCIS XAVIER SCHOOL,1711 HAIGHT AVE,10461,1711 HAIGHT AVE 10461,FY15,4
MAGZ,ST. GREGORY THE GREAT SCHOOL,138 WEST 90TH STREET,10024,138 WEST 90TH STREET 10024,FY15,4
QAYX,ST. JOSEPH SCHOOL,28-46 44TH STREET,11103,28-46 44TH STREET 11103,FY14,4.8
KBUW,ST. MALACHY ECDC,220 HENDRIX STREET,11207,220 HENDRIX STREET 11207,FY14,2.3
XAEB,ST. MARGARET OF CORTONA,452 WEST 260TH STREET,10471,452 WEST 260TH STREET 10471,FY15,3.7
KBFD,ST. MARKS,2017 BEVERLEY ROAD,11226,2017 BEVERLEY ROAD 11226,FY14,4.1
KBLU,STAGG STREET CENTER FOR CHILDREN,77 STAGG STREET,11206,77 STAGG STREET 11206,FY15,3.2
QATM,STAR AMERICA PRESCHOOL,"80-07 BROADWAY, 2/F",11373,"80-07 BROADWAY, 2/F 11373",FY15,4.6
KBPZ,"STAR AMERICA, INC.",880 60TH STREET,11220,880 60TH STREET 11220,FY14,4.1
QBGL,"STAR PARADISE, INC.",8655 BROADWAY  2ND FLOOR,11373,8655 BROADWAY  2ND FLOOR 11373,FY14,3.9
RAHW,STATEN ISLAND CHILDREN'S ACADEMY,50 OSAGE LANE,10312,50 OSAGE LANE 10312,FY15,4
RAGK,STATEN ISLAND HEAD START,16 OSGOOD AVENUE,10304,16 OSGOOD AVENUE 10304,FY15,4.5
RAGM,STATEN ISLAND HEAD START,44 DONGAN HILLS AVENUE,10306,44 DONGAN HILLS AVENUE 10306,FY15,4.9
RACT,STATEN ISLAND MENTAL HEALTH SOCIETY 3,10 KINGSLEY PLACE,10301,10 KINGSLEY PLACE 10301,FY14,4.9
RAGJ,STATEN ISLAND MENTAL HEALTH SOCIETY HEAD START,166 LOCKMAN AVENUE,10303,166 LOCKMAN AVENUE 10303,FY15,4.4
R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,280 REGIS DRIVE,10314,280 REGIS DRIVE 10314,FY15,3.9
QAHG,STEPPING STONE PRE &GRADE SCHOOL,11428 FRANCIS LEWIS BOULEVARD,11412,11428 FRANCIS LEWIS BOULEVARD 11412,FY15,5.4
KCJN,STILLWELL AVENUE PREP SCHOOL,6420 BAY PARKWAY,11204,6420 BAY PARKWAY 11204,FY15,4.7
KBKJ,STRONG PLACE DAY CARE,595 CLINTON STREET,11231,595 CLINTON STREET 11231,FY14,4.6
KBFN,STRONG PLACE FOR HOPE DAY CARE CENTER - 2ND,333 2ND STREET,11215,333 2ND STREET 11215,FY14,4.5
KBKB,STRONG PLACE FOR HOPE DAY CARE CENTER - ATLANTIC,460 ATLANTIC AVENUE,11217,460 ATLANTIC AVENUE 11217,FY14,5.2
XAQK,STS. PHILIP & JAMES SCHOOL,1160 EAST 213TH STREET,10469,1160 EAST 213TH STREET 10469,FY14,4.3
MBGU,SUGAR HILL MUSEUM PRESCHOOL,400 W 155TH STREET,10032,400 W 155TH STREET 10032,FY15,4.1
KBLS,SUMNER CHILDREN'S CENTER,860 PARK AVENUE,11206,860 PARK AVENUE 11206,FY15,4.2
QBGC,SUNFLOWER KIDZ DAY CARE,10017 32ND AVENUE,11369,10017 32ND AVENUE 11369,FY14,4.5
QBGO,SUNNYSIDE COMMUNITY SERVICES,43-31 39TH STREET SUNNYSIDE,11104,43-31 39TH STREET SUNNYSIDE 11104,FY14,5.5
K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,4004 4 AVENUE,11232,4004 4 AVENUE 11232,FY15,4
XATI,SUNSHINE DAY CARE,416 WILLIS AVENUE,10454,416 WILLIS AVENUE 10454,FY15,2.3
MAYL,SUNSHINE DAYCARE EAST HARLEM,1330 5TH AVENUE,10026,1330 5TH AVENUE 10026,FY15,4.2
XAVX,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE,1564 ST. PETERS AVENUE,10461,1564 ST. PETERS AVENUE 10461,FY15,3.7
QBIX,"SUNSHINE LEARNING CENTER, INC.",201 02-04 LINDEN BOULEVARD,11412,201 02-04 LINDEN BOULEVARD 11412,FY15,4.4
XAQY,SUSAN WAGNER VICTORY,3440 WHITE PLAINS ROAD,10467,3440 WHITE PLAINS ROAD 10467,FY15,3.2
KBPD,SYLVIA KLEIN CHILD CARE CENTER,720 EUCLID AVENUE,11208,720 EUCLID AVENUE 11208,FY14,3.7
XAVD,TENDER TOTS DECATUR,3322 DECATUR AVENUE,10467,3322 DECATUR AVENUE 10467,FY14,3.3
Q135,THE BELLAIRE SCHOOL,207-11 89 AVENUE,11427,207-11 89 AVENUE 11427,FY15,3.9
MAQI,THE CHILD CENTER OF NY,169 WEST 87TH STREET,10024,169 WEST 87TH STREET 10024,FY14,4.5
QANT,THE CHILD CENTER OF NY 1,6002 ROOSEVELT AVENUE,11377,6002 ROOSEVELT AVENUE 11377,FY14,3.7
QASU,THE CHILD CENTER OF NY 2,3410 108TH STREET,11368,3410 108TH STREET 11368,FY15,4.3
KCGO,THE CHILD DEVELOPMENT CENTER OF KINGSBOROUGH,1915 ORIENTAL BOULEVARD,11235,1915 ORIENTAL BOULEVARD 11235,FY15,2.8
MAVK,THE CHILDREN'S AID SOCIET FREDERICK DOUGLASS EARLY CHILDHOOD PROGRAM,885 COLUMBUS AVENUE,10025,885 COLUMBUS AVENUE 10025,FY15,3.6
MAOM,THE CHILDREN'S AID SOCIETY DREW HAMILTON EARLY CHILDHOOD CENTER,2672 FREDERICK DOUGLASS BLVD,10030,2672 FREDERICK DOUGLASS BLVD 10030,FY14,3.8
MASJ,THE CHILDREN'S AID SOCIETY MILBANK EARLY CHILDHOOD PROGRAM,14-32 WEST 118TH STREET,10026,14-32 WEST 118TH STREET 10026,FY14,4.9
MATB,THE CHILDREN'S AID SOCIETY TAFT EARLY CHILDHOOD CENTER,1724-26 MADISON AVENUE,10029,1724-26 MADISON AVENUE 10029,FY14,3.8
KBON,THE CHILDREN'S CENTER @ SUNY BROOKLYN,440 LENOX ROAD,11203,440 LENOX ROAD 11203,FY14,3.4
Q343,THE CHILDREN'S LAB SCHOOL,45-46 42ND STREET,11104,45-46 42ND STREET 11104,FY15,4.2
M361,THE CHILDREN'S WORKSHOP SCHOOL,610 EAST 12 STREET,10009,610 EAST 12 STREET 10009,FY15,4
KCJG,THE COCONUT GROVE CHILDHOOD EDUCATION CENTER,9522 AVENUE A,11236,9522 AVENUE A 11236,FY15,3.8
RAFZ,THE COLLEGE OF STATEN ISLAND - THE CHILDREN'S CENTER,2800 VICTORY BOULEVARD,10314,2800 VICTORY BOULEVARD 10314,FY15,4.3
QAUH,THE CORNER SCHOOL,15003 BAYSIDE AVENUE,11354,15003 BAYSIDE AVENUE 11354,FY15,5
XAFL,THE GARVEY SCHOOL,950 BAYCHESTER AVENUE,10475,950 BAYCHESTER AVENUE 10475,FY15,2.5
XASI,THE GARVEY SCHOOL,4120 HUTCHINSON RIVER PARKWAY,10475,4120 HUTCHINSON RIVER PARKWAY 10475,FY15,3.4
KBKY,THE INFANT AND CHILD LEARNING CENTER,670 PARKSIDE AVENUE,11226,670 PARKSIDE AVENUE 11226,FY15,2.7
XAEW,THE LEARNING TREE,801 BARTHOLDI STREET,10467,801 BARTHOLDI STREET 10467,FY14,4.3
M072,THE LEXINGTON ACADEMY,131 EAST 104 STREET,10029,131 EAST 104 STREET 10029,FY15,3.5
QAUS,THE LUTHERAN SCHOOLS OF FLUSHING AND BAYSIDE,3601 BELL BOULEVARD,11361,3601 BELL BOULEVARD 11361,FY15,3.9
R080,THE MICHAEL J. PETRIDES SCHOOL,715 OCEAN TERRACE,10301,715 OCEAN TERRACE 10301,FY15,4.2
QBBU,"THE NURTURING CENTER, INC.",112-18 SPRINGFIELD BOULEVARD,11429,112-18 SPRINGFIELD BOULEVARD 11429,FY15,4.9
KBRT,THE SALVATION ARMY - BROWNSVILLE DAY CARE CENTER,280 RIVERDALE AVENUE 1,11212,280 RIVERDALE AVENUE 1 11212,FY15,3.1
QBJI,THE SALVATION ARMY - THE JAMAICA CITADEL COMMUNITY CENTER,90-23 161ST STREET,11432,90-23 161ST STREET 11432,FY15,4.4
QBJD,THE SALVATION ARMY - THE RIDGEWOOD CITADEL COMMUNITY CENTER,69-23 CYPRESS HILLS STREET,11385,69-23 CYPRESS HILLS STREET 11385,FY15,5.4
MBGY,THE SALVATION ARMY HARLEM TEMPLE COMMUNITY CENTER,540 LENOX AVENUE,10037,540 LENOX AVENUE 10037,FY15,4.6
KBLM,"THE SALVATION ARMY, BEDFORD",110 KOSCIUSKO ST,11216,110 KOSCIUSKO ST 11216,FY15,3.3
XANC,"THE SALVATION ARMY, BRONX CITADEL",425 E 159TH ST,10451,425 E 159TH ST 10451,FY15,3.8
KBSD,"THE SALVATION ARMY, BUSHWICK",1151 BUSHWICK AVE,11221,1151 BUSHWICK AVE 11221,FY15,3.8
RAHX,THE SALVATION ARMY-PORT RICHMOND),1295 FOREST AVE,10302,1295 FOREST AVE 10302,FY15,4.3
MABT,THE STOREFRONT ACADEMY HARLEM,70 EAST 129TH STREET,10035,70 EAST 129TH STREET 10035,FY14,3.5
XAIB,THROGGS NECK EARLY LEARN CENTER,461 SWINTON AVENUE,10465,461 SWINTON AVENUE 10465,FY14,4.2
QBGI,TINY FOOTSTEPS,167-01 UNION TURNPIKE,11366,167-01 UNION TURNPIKE 11366,FY14,4
XASH,TOLENTINE ZEISER COMMUNITY LIFE CENTER,2340 ANDREWS AVENUE,10468,2340 ANDREWS AVENUE 10468,FY15,3.9
KBLT,TOMPKINS CHILDREN'S CENTER,730 PARK AVENUE,11206,730 PARK AVENUE 11206,FY15,3
XARM,TRABAJAMOS COMMUNITY HEAD START,940 EAST 156TH STREET,10455,940 EAST 156TH STREET 10455,FY14,4.2
XARN,TRABAJAMOS COMMUNITY HEAD START,1905 MORRIS AVENUE,10453,1905 MORRIS AVENUE 10453,FY15,3.3
XAMB,TRABAJAMOS COMMUNITY HEAD START,2167 UNIVERSITY AVENUE,10453,2167 UNIVERSITY AVENUE 10453,FY14,2.6
XAHH,TRABAJAMOS COMMUNITY HEAD START,1997 BATHGATE AVENUE,10457,1997 BATHGATE AVENUE 10457,FY14,3.4
KBGB,TRADITIONAL EDUCATIONAL CENTER,1469B BROADWAY,11221,1469B BROADWAY 11221,FY14,4.8
XAQA,TREMONT CROTONA,1600 CROTONA PARK EAST,10460,1600 CROTONA PARK EAST 10460,FY14,4.2
XAOF,TREMONT MONTEREY DAY CARE CENTER II,1600 BATHGATE AVENUE,10457,1600 BATHGATE AVENUE 10457,FY15,4.3
MAON,UNION JOHNSON EARLY CHILDHOOD PROGRAMS,1829 LEXINGTON AVENUE,10029,1829 LEXINGTON AVENUE 10029,FY14,4.1
KBPK,UNITED COMMUNITY DCC,613 NEW LOTS AVENUE,11207,613 NEW LOTS AVENUE 11207,FY14,3.9
XAVW,"UNITY NEIGHBORHOOD CENTER, INC.",1339 E GUN HILL RD,10469,1339 E GUN HILL RD 10469,FY15,3.8
KAXU,UNIVERSITY SETTLEMENT CHILDREN'S CORNER,565 LIVONIA AVENUE,11207,565 LIVONIA AVENUE 11207,FY15,3.8
MAUB,UNIVERSITY SETTLEMENT ECC,184 ELDRIDGE STREET,10002,184 ELDRIDGE STREET 10002,FY14,4.1
MBFX,URBAN CONCEPTS/ROUND THE CLOCK,300 W 145 STREET,10039,300 W 145 STREET 10039,FY15,3.4
MAWW,URBAN CONCEPTS/ROUND THE CLOCK,3333 BROADWAY,10031,3333 BROADWAY 10031,FY14,4.1
KBDA,URBAN STRATEGIES 1,1091 SUTTER AVENUE,11208,1091 SUTTER AVENUE 11208,FY14,3.8
KBVE,URBAN STRATEGIES 3,1152 ELTON STREET,11239,1152 ELTON STREET 11239,FY15,3.7
KCJD,URBAN STRATEGIES ATKINS AVE,255 ATKINS AVENUE,11208,255 ATKINS AVENUE 11208,FY15,3.3
KCIL,URBAN STRATEGIES CHILD CARE,1405 BUSHWICK AVENUE,11207,1405 BUSHWICK AVENUE 11207,FY15,4.2
XAFB,"VILLA MARIA ACADEMY, INC.",3335 COUNTRY CLUB ROAD,10465,3335 COUNTRY CLUB ROAD 10465,FY15,4.6
MAQA,VIRGINIA DAY NURSERY,464 EAST 10TH STREET,10009,464 EAST 10TH STREET 10009,FY14,4.3
XAKJ,WAKE-EDEN CHRISTIAN ACADEMY,2074 STRANG AVE.,10466,2074 STRANG AVE. 10466,FY15,3.8
XANZ,WALTON (CENTER #5),1871 WALTON AVENUE,10453,1871 WALTON AVENUE 10453,FY14,4.6
KATR,WARBASSE NURSERY SCHOOL,2785 WEST 5TH STREET,11224,2785 WEST 5TH STREET 11224,FY14,3.8
M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,511 WEST 182ND STREET,10033,511 WEST 182ND STREET 10033,FY15,4
XAKB,WATSON AVENUE ECC,1880 WATSON AVENUE,10472,1880 WATSON AVENUE 10472,FY14,4.2
QAVW,WEST END TEMPLE NURSERY SCHOOL,14702 NEWPORT AVENUE,11694,14702 NEWPORT AVENUE 11694,FY15,4.8
MANM,WEST HARLEM EARLYLEARN,121 WEST 128TH STREET,10027,121 WEST 128TH STREET 10027,FY14,3.9
XALA,WESTCHESTER TREMONT DCC,2547 EAST TREMONT AVENUE,10461,2547 EAST TREMONT AVENUE 10461,FY15,3.7
XALB,WHEDCO EARLY CHILDHOOD DISCOVERY CENTER,50 EAST 168TH STREET,10452,50 EAST 168TH STREET 10452,FY15,4.2
XAPX,WILLIAMSBRIDGE NAACP EARLY CHILDHOOD EDUCATION CENTER,670 EAST 219TH STREET,10467,670 EAST 219TH STREET 10467,FY15,4.1
KBKF,WILLIAMSBURG CCC,110 TAYLOR STREET,11249,110 TAYLOR STREET 11249,FY14,4.3
KCIQ,WIZARD OF OZ DAY CARE LLC,622 FOSTER AVENUE,11230,622 FOSTER AVENUE 11230,FY15,3.8
QAPU,XCEL TINY TOTS INC.,113-15 SPRINGFIELD BLVD,11429,113-15 SPRINGFIELD BLVD 11429,FY15,3.7
RAGD,YELED V' YALDA / SILVER LAKE HEAD START II,20 PARK HILL CIRCLE,10304,20 PARK HILL CIRCLE 10304,FY15,5.3
RAGC,YELED V'YALDA SILVER LAKE I HEAD START,10 GREGG PLACE,10301,10 GREGG PLACE 10301,FY14,4.5
KAOA,YESHIVA HEADSTART 40TH STREET,1402 40TH STREET,11218,1402 40TH STREET 11218,FY15,5.3
KANX,YESHIVA KARLIN STOLIN,1801 55TH STREET,11204,1801 55TH STREET 11204,FY15,4.3
KAOV,YESHIVA OHR SHRAGA,1102 AVENUE L,11230,1102 AVENUE L 11230,FY14,5.6
QAIR,YESHIVA TIFERETH MOSHE DAY CARE,8306 ABINGDON ROAD,11415,8306 ABINGDON ROAD 11415,FY15,5.3
KCJS,YESHIVA TORAH VODAATH,452 EAST 9 STREET,11218,452 EAST 9 STREET 11218,FY15,4.3
QAJX,YMCA OF GREATER NEW YORK - CROSS ISLAND,238-10 HILLSIDE AVENUE,11426,238-10 HILLSIDE AVENUE 11426,FY14,5.4
QAJR,YMCA OF GREATER NEW YORK - FLUSHING,13846 NORTHERN BOULEVARD,11354,13846 NORTHERN BOULEVARD 11354,FY15,4.2
X369,YOUNG LEADERS ELEMENTARY SCHOOL,468 EAST 140 STREET,10454,468 EAST 140 STREET 10454,FY15,4
X357,YOUNG VOICES ACADEMY,800 LYDIG AVENUE,10462,800 LYDIG AVENUE 10462,FY14,2.9
KBJW,YWCA-NYC BROWNSVILLE EARLY LEARNING CENTER,1592 EAST NEW YORK AVENUE,11212,1592 EAST NEW YORK AVENUE 11212,FY14,4.9
MAUT,YWCA-NYC POLLY DODGE EARLY LEARNING CENTER,538 WEST 55TH STREET,10019,538 WEST 55TH STREET 10019,FY15,4.1
KBYC,YWCA-NYC ROBERTA BRIGHT EARLY LEARNING CENTER,3001 W 37TH STREET,11224,3001 W 37TH STREET 11224,FY14,3.9
KADN,ZION DAY CARE,5000 14TH AVENUE,11219,5000 14TH AVENUE 11219,FY15,4.2
