Site ID,DBN,Site Name,Street Address,City,State,Zip Code,ECERS Most Recent Assessment Year,ECERS Observation Average Score
Q156,29Q156,P.S. 156 LAURELTON,229-02 137 AVENUE,New York,NY,11413,FY15,3.5
K156,23K156,P.S. 156 WAVERLY,104 SUTTER AVENUE,New York,NY,11212,FY15,5
X157,07X157,P.S. 157 GROVE HILL,757 CAULDWELL AVENUE,New York,NY,10456,FY13,3.4
M158,02M158,P.S. 158 BAYARD TAYLOR,1458 YORK AVENUE,New York,NY,10075,FY15,3.5
K158,19K158,P.S. 158 WARWICK,400 ASHFORD STREET,New York,NY,11207,FY15,4.3
Q159,26Q159,P.S. 159,205-01 33 AVENUE,New York,NY,11361,FY13,4.4
X160,11X160,P.S. 160,4140 HUTCHINSON RIVER PKWAY EA,New York,NY,10475,FY14,3.6
Q160,28Q160,P.S. 160 WALTER FRANCIS BISHOP,109-59 INWOOD STREET,New York,NY,11435,FY13,5.1
X161,07X161,P.S. 161 PONCE DE LEON,628 TINTON AVENUE,New York,NY,10455,FY13,3.4
K161,17K161,P.S. 161 THE CROWN,330 CROWN STREET,New York,NY,11225,FY15,3.4
M163,03M163,P.S. 163 ALFRED E. SMITH,163 WEST 97 STREET,New York,NY,10025,FY13,3.5
X163,09X163,P.S. 163 ARTHUR A. SCHOMBURG,2075 WEBSTER AVENUE,New York,NY,10457,FY15,2.2
K164,20K164,P.S. 164 CAESAR RODNEY,4211 14 AVENUE,New York,NY,11219,FY13,3.2
Q164,25Q164,P.S. 164 QUEENS VALLEY,138-01 77 AVENUE,New York,NY,11367,FY15,5.8
K165,23K165,P.S. 165 IDA POSNER,76 LOTT AVENUE,New York,NY,11212,FY15,4.5
M165,03M165,P.S. 165 ROBERT E. SIMON,234 WEST 109 STREET,New York,NY,10025,FY15,4.2
Q169,25Q169,P.S. 169 BAY TERRACE,18-25 212 STREET,New York,NY,11360,FY13,3
M171,04M171,P.S. 171 PATRICK HENRY,19 EAST 103 STREET,New York,NY,10029,FY15,4.2
Q171,30Q171,P.S. 171 PETER G. VAN ALST,14-14 29 AVENUE,New York,NY,11102,FY13,4.4
M173,06M173,P.S. 173,306 FORT WASHINGTON AVENUE,New York,NY,10033,FY15,3.8
M175,05M175,P.S. 175 HENRY H GARNET,175 WEST 134 STREET,New York,NY,10030,FY15,2.8
Q175,28Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,64-35 102 STREET,New York,NY,11374,FY15,4.1
Q176,29Q176,P.S. 176 CAMBRIA HEIGHTS,120-45 235 STREET,New York,NY,11411,FY15,5.3
K178,23K178,P.S. 178 SAINT CLAIR MCKELWAY,2163 DEAN STREET,New York,NY,11233,FY13,2.8
X179,07X179,P.S. 179,468 EAST 140 STREET,New York,NY,10454,FY13,3.2
M180,03M180,P.S. 180 HUGO NEWMAN,370 WEST 120 STREET,New York,NY,10027,FY15,3.6
Q181,29Q181,P.S. 181 BROOKFIELD,148-15 230 STREET,New York,NY,11413,FY15,3.7
K181,17K181,P.S. 181 BROOKLYN,1023 NEW YORK AVENUE,New York,NY,11203,FY15,2.8
X182,08X182,P.S. 182,601 STICKBALL BOULEVARD,New York,NY,10473,FY15,3.1
Q183,27Q183,P.S. 183 DR. RICHARD R. GREEN,2-45 BEACH 79 STREET,New York,NY,11693,FY15,4.7
K184,23K184,P.S. 184 NEWPORT,273 NEWPORT STREET,New York,NY,11212,FY15,4.5
M184,01M184,P.S. 184M SHUANG WEN,327 CHERRY STREET,New York,NY,10002,FY15,2.8
M185,03M185,P.S. 185 - THE EARLY CHILDHOOD DISCOVERY AND DESIGN MAGNET SCHOOL,20 WEST 112 STREET,New York,NY,10026,FY13,4
Q186,26Q186,P.S. 186 CASTLEWOOD,252-12 72 AVENUE,New York,NY,11426,FY14,4.7
Q188,26Q188,P.S. 188 KINGSBURY,218-12 HARTLAND AVENUE,New York,NY,11364,FY13,4.8
K188,21K188,P.S. 188 MICHAEL E. BERDY,3314 NEPTUNE AVENUE,New York,NY,11224,FY15,3.5
M188,01M188,P.S. 188 THE ISLAND SCHOOL,442 EAST HOUSTON STREET,New York,NY,10002,FY13,2.3
M189,06M189,P.S. 189,2580 AMSTERDAM AVENUE,New York,NY,10040,FY13,5.1
M191,03M191,P.S. 191 AMSTERDAM,210 WEST 61 STREET,New York,NY,10023,FY15,3.2
K191,17K191,P.S. 191 PAUL ROBESON,1600 PARK PLACE,New York,NY,11233,FY15,3.4
K192,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,4715 18 AVENUE,New York,NY,11204,FY13,5
M192,06M192,P.S. 192 JACOB H. SCHIFF,500 WEST 138 STREET,New York,NY,10031,FY15,4.6
K193,22K193,P.S. 193 GIL HODGES,2515 AVENUE L,New York,NY,11210,FY13,3.5
K194,22K194,P.S. 194 RAOUL WALLENBERG,3117 AVENUE W,New York,NY,11229,FY15,3.1
X196,12X196,P.S. 196,1250 WARD AVENUE,New York,NY,10472,FY15,4.5
K196,14K196,P.S. 196 TEN EYCK,207 BUSHWICK AVENUE,New York,NY,11206,FY15,1.9
M197,05M197,P.S. 197 JOHN B. RUSSWURM,2230 5 AVENUE,New York,NY,10037,FY15,4.2
Q197,27Q197,P.S. 197 THE OCEAN SCHOOL,825 HICKSVILLE ROAD,New York,NY,11691,FY15,4.6
M198,02M198,P.S. 198 ISADOR E. IDA STRAUS,1700 3 AVENUE,New York,NY,10128,FY15,3.3
K199,21K199,P.S. 199 FREDERICK WACHTEL,1100 ELM AVENUE,New York,NY,11230,FY15,4.4
X199,09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,1449 SHAKESPEARE AVENUE,New York,NY,10452,FY15,3.7
M200,05M200,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,2589 7 AVENUE,New York,NY,10039,FY15,2.8
Q201,25Q201,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,65-11 155 STREET,New York,NY,11367,FY13,3.4
Q203,26Q203,P.S. 203 OAKLAND GARDENS,53-11 SPRINGFIELD BOULEVARD,New York,NY,11364,FY13,5.3
K203,22K203,P.S. 203 THE SCHOOL FOR FUTURE LEADERS,5101 AVENUE M,New York,NY,11234,FY15,3.1
Q205,26Q205,P.S. 205 ALEXANDER GRAHAM BELL,75-25 BELL BOULEVARD,New York,NY,11364,FY15,4.5
K205,20K205,P.S. 205 CLARION,6701 20 AVENUE,New York,NY,11204,FY15,4.5
X207,10X207,P.S. 207,3030 GODWIN TERRACE,New York,NY,10463,FY15,2.1
Q207,27Q207,P.S. 207 ROCKWOOD PARK,159-15 88 STREET,New York,NY,11414,FY14,5.4
K208,18K208,P.S. 208 ELSA EBELING,4801 AVENUE D,New York,NY,11203,FY13,2.8
X209,10X209,P.S. 209,313 EAST 183RD STREET,New York,NY,10458,FY15,4.1
X211,12X211,P.S. 211,1919 PROSPECT AVENUE,New York,NY,10457,FY15,3.4
X212,12X212,P.S. 212,1180 TINTON AVENUE,New York,NY,10456,FY15,3.3
K212,21K212,P.S. 212 LADY DEBORAH MOODY,87 BAY 49 STREET,New York,NY,11214,FY13,4.3
M212,02M212,P.S. 212 MIDTOWN WEST,328 WEST 48 STREET,New York,NY,10036,FY15,3.7
Q213,26Q213,P.S. 213 THE CARL ULLMAN SCHOOL,231-02 67 AVENUE,New York,NY,11364,FY15,4.7
Q214,25Q214,P.S. 214 CADWALLADER COLDEN,31-15 140 STREET,New York,NY,11354,FY13,3.9
K216,21K216,P.S. 216 ARTURO TOSCANINI,350 AVENUE X,New York,NY,11223,FY15,2
K219,18K219,P.S. 219 KENNEDY-KING,1060 CLARKSON AVENUE,New York,NY,11212,FY13,4.2
Q219,25Q219,P.S. 219 PAUL KLAPPER,144-39 GRAVETT ROAD,New York,NY,11367,FY13,4.5
Q220,28Q220,P.S. 220 EDWARD MANDEL,62-10 108 STREET,New York,NY,11375,FY13,4.9
K221,17K221,P.S. 221 TOUSSAINT L'OUVERTURE,791 EMPIRE BOULEVARD,New York,NY,11213,FY13,2.2
Q223,27Q223,P.S. 223 LYNDON B. JOHNSON,125-20 SUTPHIN BOULEVARD,New York,NY,11434,FY15,3.7
K224,19K224,P.S. 224 HALE A. WOODRUFF,757 WORTMAN AVENUE,New York,NY,11208,FY15,2.1
X226,10X226,P.S. 226,1950 SEDGWICK AVENUE,New York,NY,10453,FY13,3.6
K229,20K229,P.S. 229 DYKER,1400 BENSON AVENUE,New York,NY,11228,FY13,2.8
Q229,24Q229,P.S. 229 EMANUEL KAPLAN,67-25 51 ROAD,New York,NY,11377,FY14,4.3
K230,15K230,P.S. 230 DORIS L. COHEN,1 ALBEMARLE ROAD,New York,NY,11218,FY15,3.9
K235,18K235,P.S. 235 LENOX SCHOOL,525 LENOX ROAD,New York,NY,11203,FY13,4.4
X236,09X236,P.S. 236 LANGSTON HUGHES,1871 WALTON AVENUE,New York,NY,10453,FY15,3
K236,22K236,P.S. 236 MILL BASIN,6302 AVENUE U,New York,NY,11234,FY13,2.9
Q239,24Q239,P.S. 239,17-15 WEIRFIELD STREET,New York,NY,11385,FY13,5
K243,16K243,P.S. 243K- THE WEEKSVILLE SCHOOL,1580 DEAN STREET,New York,NY,11213,FY15,3.1
K245,22K245,P.S. 245,249 EAST 17TH STREET,New York,NY,11226,FY15,2.8
K250,14K250,P.S. 250 GEORGE H. LINDSAY,108 MONTROSE AVENUE,New York,NY,11206,FY13,3.9
K251,22K251,P.S. 251 PAERDEGAT,1037 EAST 54 STREET,New York,NY,11234,FY13,3.7
Q251,29Q251,P.S. 251 QUEENS,144-51 ARTHUR STREET,New York,NY,11413,FY15,3.8
K253,21K253,P.S. 253,601 OCEANVIEW AVENUE,New York,NY,11235,FY13,4.3
Q253,27Q253,P.S. 253,1307 CENTRAL AVENUE,New York,NY,11691,FY15,3
K255,22K255,P.S. 255 BARBARA REING SCHOOL,1866 EAST 17 STREET,New York,NY,11229,FY13,2.5
K256,13K256,P.S. 256 BENJAMIN BANNEKER,114 KOSCIUSKO STREET,New York,NY,11216,FY15,2.6
K257,14K257,P.S. 257 JOHN F. HYLAN,60 COOK STREET,New York,NY,11206,FY13,4.8
K261,15K261,P.S. 261 PHILIP LIVINGSTON,314 PACIFIC STREET,New York,NY,11201,FY15,2.4
K262,16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,500 MACON STREET,New York,NY,11233,FY15,3.3
K268,18K268,P.S. 268 EMMA LAZARUS,133 EAST 53 STREET,New York,NY,11203,FY13,2.4
K269,22K269,P.S. 269 NOSTRAND,1957 NOSTRAND AVENUE,New York,NY,11210,FY15,3.1
K270,13K270,P.S. 270 JOHANN DEKALB,241 EMERSON PLACE,New York,NY,11205,FY15,3.4
K272,18K272,P.S. 272 CURTIS ESTABROOK,101-24 SEAVIEW AVENUE,New York,NY,11236,FY15,2.8
X274,09X274,P.S. 274 THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK,275 HARLEM RIVER PARK BRIDGE,New York,NY,10453,FY14,3.3
K276,18K276,P.S. 276 LOUIS MARSHALL,1070 EAST 83 STREET,New York,NY,11236,FY13,2.6
X277,07X277,P.S. 277,519 ST ANNS AVENUE,New York,NY,10455,FY13,2.6
K279,18K279,P.S. 279 HERMAN SCHREIBER,1070 EAST 104 STREET,New York,NY,11236,FY15,3.8
K282,13K282,P.S. 282 PARK SLOPE,180 6 AVENUE,New York,NY,11217,FY15,3
K287,13K287,P.S. 287 BAILEY K. ASHFORD,50 NAVY STREET,New York,NY,11201,FY15,4.5
K288,21K288,P.S. 288 THE SHIRLEY TANYHILL,2950 WEST 25 STREET,New York,NY,11224,FY14,3.2
K289,17K289,P.S. 289 GEORGE V. BROWER,900 ST MARKS AVENUE,New York,NY,11213,FY15,1.9
K295,15K295,P.S. 295,330 18 STREET,New York,NY,11215,FY13,4.2
K297,14K297,P.S. 297 ABRAHAM STOCKTON,700 PARK AVENUE,New York,NY,11206,FY15,3.9
K299,32K299,P.S. 299 THOMAS WARREN FIELD,88 WOODBINE STREET,New York,NY,11221,FY15,4.8
X003,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,2100 LAFONTAINE AVENUE,New York,NY,10457,FY15,3
K307,13K307,P.S. 307 DANIEL HALE WILLIAMS,209 YORK STREET,New York,NY,11201,FY13,3.7
K308,16K308,P.S. 308 CLARA CARDWELL,616 QUINCY STREET,New York,NY,11221,FY13,2.6
X310,10X310,P.S. 310 MARBLE HILL,260 W KINGSBRIDGE RD,New York,NY,10463,FY15,4.3
K316,17K316,P.S. 316 ELIJAH STROUD,750 CLASSON AVENUE,New York,NY,11238,FY13,2.4
K319,14K319,P.S. 319,360 KEAP STREET,New York,NY,11211,FY13,3.7
M325,06M325,P.S. 325,500 WEST 138 STREET,New York,NY,10031,FY15,4
K326,22K326,P.S. 326,1800 UTICA AVENUE,New York,NY,11234,FY15,2.7
K327,23K327,P.S. 327 DR. ROSE B. ENGLISH,111 BRISTOL STREET,New York,NY,11212,FY13,2.9
K328,19K328,P.S. 328 PHYLLIS WHEATLEY,330 ALABAMA AVENUE,New York,NY,11207,FY13,3.1
K329,21K329,P.S. 329 SURFSIDE,2929 WEST 30 STREET,New York,NY,11224,FY15,3.3
X333,08X333,P.S. 333 - THE MUSEUM SCHOOL,888 REV J A POLITE AVE,New York,NY,10459,FY13,2.4
K335,16K335,P.S. 335 GRANVILLE T. WOODS,130 ROCHESTER AVENUE,New York,NY,11213,FY13,2.3
X340,10X340,P.S. 340,25 WEST 195 STREET,New York,NY,10468,FY13,3.7
K345,19K345,P.S. 345 PATROLMAN ROBERT BOLDEN,111 BERRIMAN STREET,New York,NY,11208,FY13,2.2
K346,19K346,P.S. 346 ABE STARK,1400 PENNSYLVANIA AVENUE,New York,NY,11239,FY15,5.1
X360,10X360,P.S. 360,2880 KINGSBRIDGE TERRACE,New York,NY,10463,FY13,4.7
K377,32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,200 WOODBINE STREET,New York,NY,11221,FY15,3.3
M038,04M038,P.S. 38 ROBERTO CLEMENTE,232 EAST 103 STREET,New York,NY,10029,FY13,3.8
K397,17K397,P.S. 397 FOSTER-LAURIE,490 FENIMORE STREET,New York,NY,11203,FY15,3.3
K398,17K398,P.S. 398 WALTER WEAVER,60 EAST 94 STREET,New York,NY,11212,FY15,2.5
X005,07X005,P.S. 5 PORT MORRIS,564 JACKSON AVENUE,New York,NY,10455,FY15,3.9
R056,31R056,P.S. 56 THE LOUIS DESARIO SCHOOL,250 KRAMER AVENUE,New York,NY,10309,FY13,3.8
R006,31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,555 PAGE AVENUE,New York,NY,10307,FY13,4.3
R065,31R065,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,98 GRANT STREET,New York,NY,10301,FY13,3.4
K066,18K066,P.S. 66,845 EAST 96 STREET,New York,NY,11236,FY13,2.6
K770,17K770,P.S. 770 NEW AMERICAN ACADEMY,60 EAST 94 STREET,New York,NY,11212,FY14,4.1
X009,10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,230 EAST 183 STREET,New York,NY,10458,FY13,4.3
K225,21K225,P.S. K225 - THE EILEEN E. ZAGLIN,1075 OCEAN VIEW AVENUE,New York,NY,11235,FY13,3.6
X140,08X140,P.S. X140 THE EAGLE SCHOOL,916 EAGLE AVENUE,New York,NY,10456,FY13,3.8
K155,23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,1355 HERKIMER STREET,New York,NY,11233,FY15,3.8
Q138,29Q138,P.S./ M.S.138 SUNRISE,251-11 WELLER AVENUE,New York,NY,11422,FY13,4.1
K137,23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,121 SARATOGA AVENUE,New York,NY,11233,FY15,3.3
M210,06M210,P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,501-503 WEST 152 STREET,New York,NY,10031,FY13,2.3
K323,23K323,P.S./I.S. 323,210 CHESTER STREET,New York,NY,11212,FY13,2.3
Q042,27Q042,P.S./M.S 042 R. VERNAM,488 BEACH 66 STREET,New York,NY,11692,FY13,3.8
X004,09X004,P.S./M.S. 004 CROTONA PARK WEST,1701 FULTON AVENUE,New York,NY,10457,FY15,4.4
X029,07X029,P.S./M.S. 029 MELROSE SCHOOL,758 COURTLANDT AVENUE,New York,NY,10451,FY13,2.6
X031,07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,250 EAST 156 STREET,New York,NY,10451,FY15,3
KBJP,19K700,PAL ARNOLD AND MARIE SCHWARTZ EARLY LEARN CENTER ( KBJP),452 PENNSYLVANIA AVENUE,New York,NY,11207,FY14,4.1
KBBE,21K700,PAL CAREY GARDENS,2964 WEST 23RD STREET,New York,NY,11224,FY14,4.4
QARE,30Q700,PAL WOODSIDE EARLY LEARN CENTER,5037 BROADWAY,New York,NY,11377,FY14,4.2
KAWX,23K700,PAL WORLD OF CREATIVE EXPERIENCES HEAD START,280 LIVONIA AVENUE,New York,NY,11212,FY15,4.7
XANF,07X700,PAMELA C. TORRES DAYCARE CENTER,161 SAINT ANNS AVENUE,New York,NY,10454,FY15,3.9
KBNV,16K700,PARK PLACE DAY CARE CENTER,963 PARK PLACE,New York,NY,11213,FY15,3.8
KBKQ,17K700,PARKSIDE ECDC,525 PARKSIDE AVENUE,New York,NY,11226,FY14,2.9
XAQV,10X700,PAUL T. MATSON HEAD START 3,2431 MORRIS AVENUE,New York,NY,10468,FY13,3.6
XAFR,08X700,PAUL T. MATSON HEAD START 5,1780 STORY AVENUE,New York,NY,10473,FY14,4.1
QAUC,25Q700,PEE WEE FOLKS,1245 CLINTONVILLE STREET,New York,NY,11357,FY13,4.6
QALW,24Q700,PEEK-A-BOO! LEARNING CENTER,75-02 51ST AVENUE,New York,NY,11373,FY13,3.3
MASX,04M700,PEQUENOS SOULS DAY CARE CENTER,114 EAST 122ND STREET,New York,NY,10035,FY14,2.2
XAMZ,07X700,PHILIP H. MICHAELS CDC,629 COURTLANDT AVENUE,New York,NY,10451,FY14,5
XAFK,12X700,PHIPPS NEIGHBORHOODS DALY AVENUE EARLY CHILDHOOD EDUCATION CENTER,921 EAST 180 STREET,New York,NY,10460,FY13,5.7
XAWQ,09X700,PHIPPS NEIGHBORHOODS-ROSCOE C. BROWN EARLY CHILDHOOD EDU CENTER,3968 THIRD AVENUE,New York,NY,10457,FY15,4.6
KAIN,17K700,PHYL'S ACADEMY,3520 TILDEN AVENUE,New York,NY,11203,FY14,3.8
QAWW,28Q700,"PICKWICK SCHOOL, INC.",15115 85TH DRIVE,New York,NY,11432,FY13,4.7
KBCZ,19K700,PINE STREET DAY CARE,374 PINE STREET,New York,NY,11208,FY14,4.2
QASG,25Q700,POSITIVE BEGINNINGS II,71-25 MAIN STREET,New York,NY,11367,FY14,5.4
QBGU,24Q700,POSITIVE BEGINNINGS PRESCHOOL,72-52 METROPOLITAN AVE,New York,NY,11379,FY14,5.4
KCFZ,15K700,PRE-PAVE,732 HENRY STREET,New York,NY,11231,FY14,3.5
QATT,25Q700,PRESCHOOL R US,150-15 41ST AVENUE,New York,NY,11354,FY15,4.5
QBIZ,25Q700,PRESCHOOL R US II,59-25 KISSENA BOULEVARD,New York,NY,11354,FY15,5.4
XAOA,09X700,PROMESA MULTI-CULTURAL DCC II,300 EAST 175TH STREET,New York,NY,10457,FY14,4.8
XAKR,08X700,PROSPECT EARLY CHILDHOOD CENTER,730 KELLY STREET,New York,NY,10455,FY14,3.5
R078,31R078,PS 78,100 TOMPKINS AVENUE,New York,NY,10304,FY13,4.1
Q116,29Q116,PS/IS 116 WILLIAM C. HUGHLEY,107-25 WREN PLACE,New York,NY,11433,FY13,3.7
Q147,29Q147,PS/MS 147 RONALD MCNAIR,218-01 116 AVENUE,New York,NY,11411,FY13,4.3
QASP,24Q700,QING SHENG WANG GFDC,83-32 CORNISH AVE,New York,NY,11373,FY15,4.3
MAXL,06M700,QUEEN OF MARTYRS,71 ARDEN STREET,New York,NY,10040,FY13,4.3
Q316,27Q316,QUEENS EXPLORER'S ELEMENTARY,90-07 101ST AVENUE,New York,NY,11691,FY15,3.7
QBHV,27Q700,QUEENS LIBRARY UPK - WOODHAVEN,85-41 FOREST PKWY,New York,NY,11421,FY15,5
QAPW,30Q700,QUEENSBRIDGE ECDC,38-11 27TH STREET,New York,NY,11101,FY14,4
QAYE,29Q700,QUICK START DAY CARE CENTER,118-46 RIVERTON STREET,New York,NY,11412,FY15,4.1
QALA,25Q700,RAINBOW CHILD DEV CENTER,13320 AVERY AVENUE,New York,NY,11355,FY13,5.1
QBHB,25Q700,RAINBOW CHILD DEV CENTER II,77-40 164 STREET,New York,NY,11366,FY14,4.5
QAYV,30Q700,RAINBOWLAND NURSERY SCHOOL,3311 77TH STREET,New York,NY,11372,FY13,5.2
QAMT,27Q700,RALPH HIRSCHKORN CHILD CARE CENTER,310 BEACH 20TH STREET,New York,NY,11691,FY14,4.3
KBDN,18K700,"RAVEN'S EARLY CHILDHOOD CENTER, INC.",1102 EAST 92ND STREET,New York,NY,11236,FY15,2.8
XAXA,10X700,REACH ONE TO TEACH ONE,5480 BROADWAY,New York,NY,10463,FY15,3.4
XAHA,09X700,READY SET LEARN,3480 THIRD AVENUE,New York,NY,10456,FY14,3.5
QAUE,25Q700,"READY, SET, GROW CHILD CENTER, LLC.",13616 31ST ROAD,New York,NY,11354,FY15,3.2
QAXV,29Q700,REDEEMER LUTHERAN CHURCH AND NURSERY SCHOOL,9210 217TH STREET,New York,NY,11428,FY15,4.7
QARX,24Q700,REDEEMER LUTHERAN SCHOOL,6926 COOPER AVENUE,New York,NY,11385,FY13,3.8
MAQR,06M700,"RENA CHILD CARE CENTERS, INC.",639 EDGECOMBE AVENUE,New York,NY,10032,FY13,4.4
QBGH,28Q700,RENANIM DAY CARE,14129 84TH DRIVE,New York,NY,11435,FY14,4.2
MBGR,02M700,RENANIM MANHATTAN,336 EAST 61ST STREET,New York,NY,10065,FY15,3.7
XAIQ,09X700,RICHARD H. MANGUM EARLY LEARNING CENTER,383 E. 162ND STREET,New York,NY,10451,FY14,4.1
RAGH,31R700,RICHMOND HILL CHILDREN'S CENTER,"501 RICHMOND HILL ROAD,",New York,NY,10314,FY15,4.2
K446,23K446,RIVERDALE AVENUE COMMUNITY SCHOOL,76 RIVERDALE AVENUE,New York,NY,11212,FY13,3.2
XAOS,10X700,RIVERDALE MONTESSORI SCHOOL,5705 MOSHOLU AVENUE,New York,NY,10471,FY14,2.6
QBCC,28Q700,"ROCHDALE VILLAGE NURSERY SCHOOL, INC.",17030 130TH AVENUE,New York,NY,11434,FY15,4.3
QAOQ,27Q700,ROCKAWAY CHILD CARE CENTER,1466 BEACH CHANNEL DR.,New York,NY,11691,FY15,3.2
KCKG,19K700,ROCKGATE DAY CARE CENTER 1,770-784 GLENMORE AVE,New York,NY,11208,FY15,3.3
KBXS,17K700,"ROGER DAY CARE, INC.",775 ROGERS AVENUE,New York,NY,11226,FY15,3.9
KCIY,21K700,"RONOMOZA, INC. / THE LEARNING EXPERIENCE",412 KINGS HIGHWAY,New York,NY,11223,FY15,2.5
XAPH,10X700,ROUND THE CLOCK NURSERY,2380 MARION AVENUE,New York,NY,10458,FY13,5.1
QAVG,27Q700,RUSSO FIRST STEP,11801 101ST AVENUE,New York,NY,11419,FY13,4.6
MBAU,02M700,SACRED HEART PAROCHIAL,456 WEST 52ST STREET__,New York,NY,10019,FY15,4.3
RABJ,31R700,SACRED HEART SCHOOL,301 NORTH BURGHER AVENUE,New York,NY,10310,FY13,4.6
MAGT,05M700,SAINT CHARLES BORROMEO,214 WEST 142ND STREET,New York,NY,10030,FY13,2.9
RABN,31R700,SAINT CHRISTOPHER SCHOOL,15 LISBON PLACE,New York,NY,10306,FY14,4.7
XASA,10X700,SAINT DOMINICS TORCH,2195 VALENTINE AVENUE,New York,NY,10457,FY15,4.1
XALJ,10X700,"SAINT JEMUEL GROUP FAMILY DAY CARE, INC.",2836 WEBB AVE,New York,NY,10468,FY14,3.5
XADT,12X700,SAINT JOHN CHRYSOSTOM SCHOOL,1144 HOE AVENUE,New York,NY,10459,FY15,3.6
RABP,31R700,SAINT JOHN'S EV PRESCHOOL,663 MANOR ROAD,New York,NY,10314,FY15,4.1
QASO,27Q700,SAINT LUKE'S EVANGELICAL LUTHERAN CHURCH,87-34 85TH STREET,New York,NY,11421,FY13,4.6
KBBL,19K700,SAINT PETER'S PRESCHOOL,109 HIGHLAND PLACE,New York,NY,11208,FY15,3.9
MAXP,06M700,SAINT SPYRIDON PAROCHIAL SCHOOL,124 WADSWORTH AVENUE,New York,NY,10033,FY15,4.4
QAGU,27Q700,SAINT THOMAS THE APOSTLE SCHOOL,8749 87TH STREET,New York,NY,11421,FY15,5.3
MBGO,02M700,SALVATION ARMY NEW YORK TEMPLECORP,132 WEST 14TH STREET,New York,NY,10011,FY15,4.6
X458,12X458,SAMARA COMMUNITY SCHOOL,1550 VYSE AVENUE,New York,NY,10460,FY15,3.1
QBAF,25Q700,SAMUEL FIELD YM & YWHA (BAYSIDE),212-00 23RD AVENUE,New York,NY,11360,FY15,4.9
QAXO,28Q700,"SANDRA'S SUNFLOWER CHILD CARE, INC.",90-16 SUTPHIN BOULEVARD,New York,NY,11435,FY15,3.5
XARJ,11X700,SANTA MARIA SCHOOL,1651 ZEREGA AVENUE,New York,NY,10462,FY15,3.8
KBJL,23K700,SARATOGA - MORRIS KOPPELMAN CENTER,774 SARATOGA AVENUE,New York,NY,11212,FY14,3.8
QAMU,29Q700,SARATOGA EARLY CHILDHOOD EDUCATION CENTER,17515 ROCKAWAY BOULEVARD,New York,NY,11434,FY14,3.5
KBJZ,23K700,SARATOGA II,69 SARATOGA Saratoga AVENUE,New York,NY,11233,FY14,3.8
MASV,04M700,SCAN LAGUARDIA HOUSE NURSERY,414-416 EAST 105TH STREET,New York,NY,10029,FY14,3.8
X386,10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,125 EAST 181 STREET,New York,NY,10453,FY13,3
KCGN,23K700,SCO FAMILY OF SERVICES,774 SARATOGA AVENUE,New York,NY,11212,FY15,3.5
KCFA,23K700,SCO FAMILY OF SERVICES,225 NEWPORT STREET,New York,NY,11212,FY14,4.6
QAMV,30Q700,SCO FAMILY OF SERVICES JEROME HARDEMAN ECE,29-49 GILLMORE STREET,New York,NY,11369,FY14,3.4
QAGW,24Q700,SESAME SPROUT,96-08 57 AVENUE,New York,NY,11368,FY14,4.4
MAWT,05M700,SEVENTH AVENUE CENTER FOR FAMILY SERVICES,711 LENOX AVENUE,New York,NY,10039,FY14,4.3
XAOK,09X700,SEVENTH AVENUE CENTER FOR FAMILY SERVICES,1646 MONTGOMERY AVENUE,New York,NY,10453,FY14,4
XALW,09X700,SHARON BAPTIST - CENTER I,507 EAST 165TH STREET,New York,NY,10456,FY14,4.3
XAJJ,09X700,SHARON BAPTIST - CENTER II,279 EAST BURNSIDE AVENUE,New York,NY,10457,FY15,3.4
XAOI,09X700,SHARON BAPTIST - CENTER IV,1925 BATHGATE AVENUE,New York,NY,10457,FY15,3.6
QAUG,25Q700,SHARON NURSERY,14515 34TH AVENUE,New York,NY,11354,FY15,4.3
QAZI,27Q700,SHELDON R. WEAVER CHILD CARE CENTER,72-05 BEACH CHANNEL DR.,New York,NY,11692,FY15,3.5
KBYK,14K700,SHELTERING ARMS DAY CARE SERVICES INC.,11 BARTLETT STREET,New York,NY,11206,FY15,4.6
MAPG,05M700,SHELTERING ARMS LEARNING CENTER,2493 ADAM CLAYTON POWELL BLVD,New York,NY,10030,FY14,3.8
